1, A Journey to the Center of the Earth, Arthur Conan Doyle, Romance, 2000
1189, Black Beauty, Jonathan Swift, Fantasy, 1989
1190, The Lion, the Witch, and the Wardrobe, F. Scott Fitzgerald, Historical Fiction, 1952
1191, Black Beauty, John Steinbeck, Horror, 1908
1192, All Quiet on the Western Front, D.H. Lawrence, Historical Fiction, 2020
1193, Oliver Twist, Stendhal, Romance, 1918
1194, The Three Musketeers, Gustave Flaubert, Poetry, 1923
1195, Treasure Island, Antoine de Saint-Exupéry, Horror, 1934
1196, The Great Gatsby, Mary Shelley, Horror, 1973
1197, Frankenstein, John Steinbeck, Adventure, 1977
1198, 20,000 Leagues Under the Sea, Miguel de Cervantes, Drama, 1932
1199, The Prince and the Pauper, L. Frank Baum, Fiction, 1951
1200, One Hundred Years of Solitude, Harriet Beecher Stowe, Horror, 1918
1201, The Great Gatsby, Mary Shelley, Horror, 2022
1202, Alice's Adventures in Wonderland, Walter Scott, Thriller, 1980
1203, The Prince and the Pauper, Walter Scott, Historical Fiction, 2000
1204, Moby Dick, D.H. Lawrence, Biography, 1982
1205, A Portrait of the Artist as a Young Man, Ray Bradbury, Non-Fiction, 1994
1206, Les Misérables, Mary Shelley, Biography, 1962
1207, The Adventures of Huckleberry Finn, Albert Camus, Historical Fiction, 1911
1208, My Ántonia, Stephen Crane, Mystery, 1930
1209, Heidi, William Golding, Classics, 2000
1210, Anna Karenina, J.R.R. Tolkien, Historical Fiction, 1907
1211, Jane Eyre, D.H. Lawrence, Classics, 2005
1212, Madame Bovary, Herman Melville, Poetry, 1931
1213, The Adventures of Tom Sawyer, Kenneth Grahame, Classics, 1967
1214, The House of the Seven Gables, C.S. Lewis, Thriller, 1917
1215, Great Expectations, Walter Scott, Children's, 1973
1216, Crime and Punishment, Anna Sewell, Non-Fiction, 1987
1217, Black Beauty, C.S. Lewis, Historical Fiction, 2015
1218, Alice's Adventures in Wonderland, Victor Hugo, Drama, 2017
1219, Moby Dick, Stephen Crane, Mystery, 2024
1220, The House of the Seven Gables, Jane Austen, Mystery, 1998
1221, The Call of the Wild, Charles Dickens, Mystery, 1969
1222, The Secret Garden, Emily Brontë, Horror, 2012
1223, The Adventures of Tom Sawyer, Miguel de Cervantes, Mystery, 1985
1224, A Journey to the Center of the Earth, William Golding, Biography, 2006
1225, 20,000 Leagues Under the Sea, Herman Melville, Drama, 1932
1226, The Adventures of Tom Sawyer, Thomas Hardy, Children's, 1914
1227, Lord of the Flies, Mary Shelley, Thriller, 1966
1228, The Return of the King, Robert Louis Stevenson, Historical Fiction, 1976
1229, The Red Badge of Courage, Margaret Mitchell, Mystery, 1981
1230, The Count of Monte Cristo, William Makepeace Thackeray, Fiction, 1930
1231, The Old Man and the Sea, Albert Camus, Children's, 2009
1232, The Secret Garden, Jules Verne, Adventure, 1902
1233, The Scarlet Letter, D.H. Lawrence, Fiction, 1918
1234, The Wind in the Willows, Mark Twain, Thriller, 2008
1235, Frankenstein, Mark Twain, Historical Fiction, 1929
1236, The Grapes of Wrath, J.R.R. Tolkien, Drama, 1978
1237, Ulysses, John Steinbeck, Drama, 1965
1238, Black Beauty, Robert Louis Stevenson, Science Fiction, 1909
1239, Crime and Punishment, Erich Maria Remarque, Historical Fiction, 2024
1240, Lord Jim, Ray Bradbury, Classics, 1977
1241, Crime and Punishment, James Fenimore Cooper, Poetry, 1910
1242, The Secret Garden, Walter Scott, Children's, 2013
1243, A Tale of Two Cities, Stephen Crane, Non-Fiction, 1956
1244, Dracula, Lewis Carroll, Fantasy, 1949
1245, Oliver Twist, Harper Lee, Romance, 1918
1246, Treasure Island, James Joyce, Horror, 1957
1247, Anna Karenina, James Joyce, Adventure, 1920
1248, Lord of the Flies, J.M. Barrie, Fantasy, 1915
1249, The Prince and the Pauper, F. Scott Fitzgerald, Children's, 1979
1250, Peter Pan, Gabriel García Márquez, Mystery, 1998
1251, My Ántonia, Franz Kafka, Science Fiction, 2016
1252, The Trial, Franz Kafka, Adventure, 1948
1253, 20,000 Leagues Under the Sea, Jules Verne, Fantasy, 1930
1254, Harry Potter and the Sorcerer's Stone, J.R.R. Tolkien, Science Fiction, 1955
1255, War and Peace, Fyodor Dostoyevsky, Fiction, 1959
1256, Uncle Tom's Cabin, James Joyce, Thriller, 1939
1257, Heidi, Thomas Hardy, Horror, 1967
1258, A Christmas Carol, Harper Lee, Mystery, 1995
1259, The Complete Sherlock Holmes, William Golding, Fantasy, 1929
1260, Les Misérables, Jules Verne, Classics, 1960
1261, The Secret Garden, Johanna Spyri, Horror, 1902
1262, My Ántonia, Gabriel García Márquez, Biography, 1900
1263, Brave New World, Kenneth Grahame, Fantasy, 1902
1264, Lady Chatterley's Lover, Antoine de Saint-Exupéry, Science Fiction, 1930
1265, The Return of the King, Miguel de Cervantes, Children's, 1944
1266, To Kill a Mockingbird, F. Scott Fitzgerald, Romance, 2018
1267, The Old Man and the Sea, Victor Hugo, Historical Fiction, 1986
1268, The Hobbit, Stendhal, Science Fiction, 2000
1269, Oliver Twist, Aldous Huxley, Horror, 1941
1270, The Little Prince, Lewis Carroll, Biography, 1972
1271, Pinocchio, Frances Hodgson Burnett, Children's, 2021
1272, Madame Bovary, Miguel de Cervantes, Non-Fiction, 1999
1273, The Secret Garden, J.K. Rowling, Adventure, 1926
1274, The Wind in the Willows, J.R.R. Tolkien, Adventure, 1959
1275, The Wind in the Willows, D.H. Lawrence, Non-Fiction, 1978
1276, The Scarlet Letter, Jonathan Swift, Children's, 1994
1277, The Stranger, Gustave Flaubert, Classics, 1975
1278, The House of the Seven Gables, F. Scott Fitzgerald, Adventure, 1959
1279, The Wizard of Oz, Frances Hodgson Burnett, Historical Fiction, 1988
1280, Moby Dick, Anna Sewell, Mystery, 1940
1281, Harry Potter and the Sorcerer's Stone, Frances Hodgson Burnett, Mystery, 1910
1282, Anna Karenina, J.M. Barrie, Children's, 1902
1283, The Prince and the Pauper, James Joyce, Fiction, 2008
1284, Great Expectations, Emily Brontë, Mystery, 2006
1285, Ulysses, D.H. Lawrence, Classics, 1903
1286, The Last of the Mohicans, Bram Stoker, Drama, 1982
1287, Brave New World, Harper Lee, Mystery, 1980
1288, Lady Chatterley's Lover, Anna Sewell, Thriller, 2003
1289, Treasure Island, Robert Louis Stevenson, Drama, 1960
1290, Alice's Adventures in Wonderland, Herman Melville, Science Fiction, 1905
1291, Gone with the Wind, Charles Dickens, Drama, 1971
1292, The Catcher in the Rye, Stendhal, Romance, 1902
1293, All Quiet on the Western Front, Frances Hodgson Burnett, Drama, 1938
1294, The Adventures of Huckleberry Finn, James Fenimore Cooper, Biography, 1970
1295, Fahrenheit 451, J.K. Rowling, Children's, 1975
1296, Vanity Fair, Alexandre Dumas, Children's, 1958
1297, The Adventures of Tom Sawyer, Charlotte Brontë, Romance, 1996
1298, Animal Farm, Frances Hodgson Burnett, Drama, 2003
1299, Don Quixote, Emily Brontë, Mystery, 1946
1300, The Catcher in the Rye, Oscar Wilde, Horror, 1992
1301, A Journey to the Center of the Earth, Louisa May Alcott, Science Fiction, 1974
1302, The Hobbit, James Joyce, Historical Fiction, 1997
1303, David Copperfield, Walter Scott, Thriller, 1949
1304, Oliver Twist, William Golding, Fantasy, 1922
1305, Wuthering Heights, Oscar Wilde, Children's, 2008
1306, The Red Badge of Courage, J.K. Rowling, Horror, 1972
1307, Gone with the Wind, John Steinbeck, Classics, 1976
1308, A Journey to the Center of the Earth, Oscar Wilde, Horror, 2025
1309, Gulliver's Travels, Franz Kafka, Romance, 1969
1310, Crime and Punishment, Albert Camus, Fantasy, 1957
1311, The Hobbit, Walter Scott, Horror, 1929
1312, Peter Pan, Arthur Conan Doyle, Mystery, 1961
1313, Lord Jim, Erich Maria Remarque, Adventure, 1947
1314, 20,000 Leagues Under the Sea, Jack London, Biography, 1985
1315, Great Expectations, William Golding, Poetry, 1958
1316, The Picture of Dorian Gray, L.M. Montgomery, Classics, 1960
1317, Anna Karenina, Victor Hugo, Drama, 2006
1318, Moby Dick, Leo Tolstoy, Adventure, 1900
1319, The Pilgrim's Progress, Walter Scott, Drama, 1913
1320, The Red Badge of Courage, George Orwell, Thriller, 2014
1321, My Ántonia, John Bunyan, Thriller, 2002
1322, Ivanhoe, Walter Scott, Non-Fiction, 2009
1323, The Grapes of Wrath, Oscar Wilde, Poetry, 1975
1324, A Tale of Two Cities, J.D. Salinger, Non-Fiction, 1994
1325, The Wind in the Willows, Jane Austen, Poetry, 1996
1326, All Quiet on the Western Front, Thomas Hardy, Drama, 1993
1327, The Secret Garden, Lewis Carroll, Non-Fiction, 2023
1328, Frankenstein, John Steinbeck, Romance, 1979
1329, Uncle Tom's Cabin, William Golding, Classics, 1981
1330, The Hunchback of Notre Dame, Walter Scott, Fiction, 1958
1331, The Complete Sherlock Holmes, Mark Twain, Horror, 1945
1332, My Ántonia, Nathaniel Hawthorne, Adventure, 1903
1333, Les Misérables, Margaret Mitchell, Fantasy, 1981
1334, The Three Musketeers, Oscar Wilde, Thriller, 2004
1335, Les Misérables, John Steinbeck, Drama, 1910
1336, Anne of Green Gables, Gustave Flaubert, Adventure, 1945
1337, The Lion, the Witch, and the Wardrobe, William Makepeace Thackeray, Biography, 1953
1338, The Secret Garden, Arthur Conan Doyle, Science Fiction, 2001
1339, One Hundred Years of Solitude, Fyodor Dostoyevsky, Fantasy, 1980
1340, Ivanhoe, Stendhal, Mystery, 1913
1341, Gulliver's Travels, J.R.R. Tolkien, Romance, 1913
1342, The Call of the Wild, J.R.R. Tolkien, Fantasy, 2009
1343, Moby Dick, Antoine de Saint-Exupéry, Poetry, 1944
1344, The Secret Garden, Kenneth Grahame, Thriller, 2009
1345, Alice's Adventures in Wonderland, Johanna Spyri, Science Fiction, 1947
1346, Gone with the Wind, William Makepeace Thackeray, Thriller, 1978
1347, The Stranger, J.M. Barrie, Fiction, 1906
1348, A Farewell to Arms, Arthur Conan Doyle, Science Fiction, 1958
1349, Animal Farm, L. Frank Baum, Non-Fiction, 1903
1350, Treasure Island, James Joyce, Romance, 1939
1351, Uncle Tom's Cabin, Thomas Hardy, Biography, 1974
1352, Wuthering Heights, Leo Tolstoy, Fiction, 1995
1353, The Return of the King, Margaret Mitchell, Children's, 1983
1354, Wuthering Heights, Herman Melville, Adventure, 1921
1355, Animal Farm, Franz Kafka, Fiction, 1934
1356, The Secret Garden, Jane Austen, Fiction, 2005
1357, A Christmas Carol, John Bunyan, Horror, 1912
1358, The Little Prince, Jules Verne, Poetry, 1909
1359, Don Quixote, J.K. Rowling, Poetry, 1934
1360, Tess of the d'Urbervilles, J.D. Salinger, Children's, 1997
1361, The Secret Garden, Charles Dickens, Poetry, 1978
1362, The Scarlet Letter, Leo Tolstoy, Thriller, 1928
1363, Moby Dick, Charles Dickens, Romance, 1951
1364, A Christmas Carol, Gabriel García Márquez, Drama, 1913
1365, Les Misérables, Lewis Carroll, Fantasy, 1931
1366, Peter Pan, John Steinbeck, Romance, 1979
1367, A Portrait of the Artist as a Young Man, Gustave Flaubert, Poetry, 2012
1368, A Farewell to Arms, J.D. Salinger, Science Fiction, 1947
1369, Crime and Punishment, J.D. Salinger, Fiction, 1980
1370, To Kill a Mockingbird, Nathaniel Hawthorne, Children's, 1908
1371, Moby Dick, George Orwell, Classics, 1916
1372, 20,000 Leagues Under the Sea, William Makepeace Thackeray, Classics, 1942
1373, The Adventures of Huckleberry Finn, Nathaniel Hawthorne, Classics, 1919
1374, The Lion, the Witch, and the Wardrobe, L. Frank Baum, Fiction, 1966
1375, Harry Potter and the Chamber of Secrets, Fyodor Dostoyevsky, Fantasy, 1926
1376, Brave New World, L.M. Montgomery, Adventure, 1984
1377, Lord of the Flies, J.M. Barrie, Historical Fiction, 1967
1378, The Adventures of Tom Sawyer, William Golding, Poetry, 1957
1379, Harry Potter and the Sorcerer's Stone, Bram Stoker, Romance, 1946
1380, Don Quixote, J.M. Barrie, Romance, 1914
1381, Sense and Sensibility, Fyodor Dostoyevsky, Mystery, 1960
1382, Heidi, Thomas Hardy, Biography, 1924
1383, The Trial, Antoine de Saint-Exupéry, Historical Fiction, 1998
1384, Madame Bovary, Franz Kafka, Romance, 1970
1385, Little Women, Miguel de Cervantes, Non-Fiction, 2021
1386, The Stranger, Jules Verne, Drama, 1922
1387, The Three Musketeers, Stendhal, Horror, 1964
1388, The Little Prince, Margaret Mitchell, Horror, 2025
1389, Black Beauty, Victor Hugo, Classics, 1986
1390, The Catcher in the Rye, Franz Kafka, Adventure, 1933
1391, Treasure Island, William Makepeace Thackeray, Classics, 2016
1392, Treasure Island, Stephen Crane, Poetry, 1942
1393, A Journey to the Center of the Earth, Mary Shelley, Romance, 1928
1394, One Hundred Years of Solitude, William Makepeace Thackeray, Adventure, 1969
1395, All Quiet on the Western Front, Harriet Beecher Stowe, Science Fiction, 1915
1396, The Little Prince, Charlotte Brontë, Classics, 1984
1397, The Trial, J.K. Rowling, Romance, 1943
1398, War and Peace, Albert Camus, Classics, 1986
1399, Don Quixote, Thomas Hardy, Horror, 2007
1400, The Return of the King, Gustave Flaubert, Classics, 2024
1401, Uncle Tom's Cabin, Jack London, Romance, 1901
1402, The Red Badge of Courage, C.S. Lewis, Classics, 1998
1403, The Count of Monte Cristo, James Fenimore Cooper, Romance, 1979
1404, Animal Farm, Ernest Hemingway, Biography, 1976
1405, Vanity Fair, Joseph Conrad, Thriller, 1975
1406, Pride and Prejudice, Lewis Carroll, Classics, 1972
1407, The Stranger, Herman Melville, Mystery, 1900
1408, The Trial, J.K. Rowling, Historical Fiction, 1901
1409, Heidi, Albert Camus, Historical Fiction, 2015
1410, The Secret Garden, F. Scott Fitzgerald, Non-Fiction, 1921
1411, All Quiet on the Western Front, Erich Maria Remarque, Mystery, 1998
1412, The Trial, F. Scott Fitzgerald, Thriller, 1984
1413, Vanity Fair, Lewis Carroll, Non-Fiction, 1940
1414, The Stranger, Jules Verne, Romance, 2011
1415, Black Beauty, Mark Twain, Mystery, 1943
1416, The Secret Garden, J.M. Barrie, Classics, 2002
1417, Harry Potter and the Sorcerer's Stone, Nathaniel Hawthorne, Historical Fiction, 1940
1418, Heidi, L. Frank Baum, Biography, 1961
1419, The Return of the King, Joseph Conrad, Biography, 1951
1420, Ulysses, J.R.R. Tolkien, Romance, 1978
1421, Oliver Twist, Jack London, Classics, 1939
1422, A Farewell to Arms, Harriet Beecher Stowe, Mystery, 1926
1423, Lord Jim, John Steinbeck, Classics, 1950
1424, The Hunchback of Notre Dame, Gabriel García Márquez, Poetry, 2007
1425, Anna Karenina, Arthur Conan Doyle, Fiction, 1935
1426, Peter Pan, Emily Brontë, Romance, 1992
1427, Don Quixote, J.D. Salinger, Poetry, 1955
1428, Treasure Island, Ernest Hemingway, Non-Fiction, 1907
1429, Great Expectations, Mark Twain, Romance, 1976
1430, A Journey to the Center of the Earth, Alexandre Dumas, Science Fiction, 1962
1431, The Adventures of Tom Sawyer, Arthur Conan Doyle, Children's, 1954
1432, Don Quixote, William Makepeace Thackeray, Thriller, 1965
1433, Sense and Sensibility, Antoine de Saint-Exupéry, Science Fiction, 1911
1434, Black Beauty, Charlotte Brontë, Horror, 1985
1435, Don Quixote, Miguel de Cervantes, Biography, 1995
1436, The Little Prince, Anna Sewell, Horror, 2010
1437, A Journey to the Center of the Earth, J.R.R. Tolkien, Romance, 1933
1438, Harry Potter and the Chamber of Secrets, Anna Sewell, Science Fiction, 1978
1439, All Quiet on the Western Front, L. Frank Baum, Children's, 1979
1440, The Catcher in the Rye, Mary Shelley, Drama, 1918
1441, Lord Jim, Stephen Crane, Fiction, 1994
1442, Brave New World, Ray Bradbury, Romance, 1963
1443, The Wind in the Willows, Robert Louis Stevenson, Children's, 1901
1444, A Farewell to Arms, J.R.R. Tolkien, Historical Fiction, 1947
1445, Les Misérables, Victor Hugo, Classics, 1903
1446, A Journey to the Center of the Earth, Nathaniel Hawthorne, Fiction, 2007
1447, A Journey to the Center of the Earth, Jonathan Swift, Science Fiction, 2015
1448, The Little Prince, Alexandre Dumas, Drama, 2015
1449, Lady Chatterley's Lover, Harper Lee, Classics, 2008
1450, The Picture of Dorian Gray, Nathaniel Hawthorne, Historical Fiction, 2007
1451, Harry Potter and the Chamber of Secrets, Fyodor Dostoyevsky, Poetry, 1965
1452, Gulliver's Travels, D.H. Lawrence, Romance, 1935
1453, Treasure Island, Jonathan Swift, Drama, 1982
1454, Harry Potter and the Chamber of Secrets, Stephen Crane, Fiction, 2019
1455, The Count of Monte Cristo, J.M. Barrie, Classics, 1961
1456, The Call of the Wild, Walter Scott, Mystery, 1968
1457, Treasure Island, Lewis Carroll, Science Fiction, 1916
1458, Ulysses, Miguel de Cervantes, Fiction, 1921
1459, Ulysses, Antoine de Saint-Exupéry, Drama, 1955
1460, My Ántonia, Ernest Hemingway, Fiction, 2014
1461, The Red Badge of Courage, Johanna Spyri, Drama, 1935
1462, The Adventures of Tom Sawyer, Charlotte Brontë, Classics, 1971
1463, Harry Potter and the Chamber of Secrets, Lewis Carroll, Mystery, 2025
1464, The Stranger, Nathaniel Hawthorne, Horror, 1958
1465, All Quiet on the Western Front, Nathaniel Hawthorne, Adventure, 2003
1466, Les Misérables, Walter Scott, Classics, 1931
1467, Tess of the d'Urbervilles, Mark Twain, Horror, 1974
1468, Tess of the d'Urbervilles, Franz Kafka, Horror, 1960
1469, The Stranger, Charles Dickens, Historical Fiction, 2004
1470, Anna Karenina, Emily Brontë, Fiction, 2019
1471, Black Beauty, Harriet Beecher Stowe, Science Fiction, 1935
1472, The Hunchback of Notre Dame, J.M. Barrie, Science Fiction, 1982
1473, Little Women, Thomas Hardy, Romance, 1901
1474, War and Peace, J.R.R. Tolkien, Non-Fiction, 2022
1475, Madame Bovary, James Joyce, Mystery, 1915
1476, The Count of Monte Cristo, L.M. Montgomery, Children's, 1925
1477, To Kill a Mockingbird, William Golding, Drama, 1949
1478, Heidi, Gustave Flaubert, Thriller, 1930
1479, Gulliver's Travels, Gabriel García Márquez, Poetry, 1971
1480, War and Peace, Emily Brontë, Thriller, 1907
1481, The Prince and the Pauper, Aldous Huxley, Poetry, 1914
1482, 20,000 Leagues Under the Sea, Charlotte Brontë, Horror, 2000
1483, The Count of Monte Cristo, Jane Austen, Poetry, 1977
1484, The House of the Seven Gables, James Joyce, Adventure, 1900
1485, Oliver Twist, Gabriel García Márquez, Adventure, 1941
1486, The Wind in the Willows, James Joyce, Poetry, 1930
1487, The Grapes of Wrath, Mary Shelley, Science Fiction, 1954
1488, The Three Musketeers, D.H. Lawrence, Poetry, 1962
1489, One Hundred Years of Solitude, Lewis Carroll, Horror, 2012
1490, Heidi, Harper Lee, Adventure, 1946
1491, The Prince and the Pauper, Jane Austen, Adventure, 1977
1492, Pinocchio, James Joyce, Poetry, 2014
1493, The House of the Seven Gables, Aldous Huxley, Historical Fiction, 1933
1494, A Farewell to Arms, Fyodor Dostoyevsky, Fiction, 2002
1495, The Call of the Wild, Ray Bradbury, Children's, 1958
1496, Dracula, William Golding, Fantasy, 1999
1497, All Quiet on the Western Front, Bram Stoker, Science Fiction, 1927
1498, Les Misérables, Emily Brontë, Horror, 1914
1499, Animal Farm, Albert Camus, Horror, 1900
1500, Harry Potter and the Sorcerer's Stone, Miguel de Cervantes, Fiction, 2009
1501, The Hobbit, L. Frank Baum, Fantasy, 1974
1502, The Red & the Black, Anna Sewell, Children's, 1996
1503, All Quiet on the Western Front, Gabriel García Márquez, Science Fiction, 1934
1504, Brave New World, Stendhal, Adventure, 1975
1505, Alice's Adventures in Wonderland, J.M. Barrie, Children's, 1920
1506, The Trial, Herman Melville, Fiction, 1994
1507, Animal Farm, Gustave Flaubert, Fantasy, 1964
1508, Moby Dick, F. Scott Fitzgerald, Horror, 1932
1509, Anne of Green Gables, Stendhal, Non-Fiction, 2002
1510, The Lion, the Witch, and the Wardrobe, Walter Scott, Mystery, 2025
1511, The Hobbit, Jonathan Swift, Adventure, 1952
1512, Don Quixote, Walter Scott, Biography, 1979
1513, Oliver Twist, L. Frank Baum, Science Fiction, 1941
1514, The Count of Monte Cristo, Louisa May Alcott, Children's, 1979
1515, Gulliver's Travels, Erich Maria Remarque, Historical Fiction, 1942
1516, The Hunchback of Notre Dame, Lewis Carroll, Fiction, 1900
1517, Pride and Prejudice, Joseph Conrad, Thriller, 1906
1518, Lord Jim, Kenneth Grahame, Historical Fiction, 2000
1519, Fahrenheit 451, Thomas Hardy, Romance, 1984
1520, Sense and Sensibility, Alexandre Dumas, Drama, 1995
1521, Alice's Adventures in Wonderland, C.S. Lewis, Horror, 1948
1522, All Quiet on the Western Front, Stendhal, Science Fiction, 2019
1523, Sense and Sensibility, Bram Stoker, Fantasy, 1920
1524, Dracula, John Steinbeck, Children's, 1934
1525, The Wizard of Oz, Alexandre Dumas, Science Fiction, 2024
1526, Gulliver's Travels, J.R.R. Tolkien, Horror, 1993
1527, 20,000 Leagues Under the Sea, William Golding, Horror, 1938
1528, The Wind in the Willows, C.S. Lewis, Poetry, 1944
1529, Vanity Fair, Bram Stoker, Children's, 1946
1530, Peter Pan, Stendhal, Mystery, 1948
1531, The Hunchback of Notre Dame, Frances Hodgson Burnett, Poetry, 1933
1532, The Secret Garden, Gustave Flaubert, Fiction, 1982
1533, The Stranger, Ray Bradbury, Adventure, 1964
1534, Moby Dick, Thomas Hardy, Biography, 1918
1535, Tess of the d'Urbervilles, Harper Lee, Classics, 1958
1536, Uncle Tom's Cabin, James Fenimore Cooper, Poetry, 1933
1537, Alice's Adventures in Wonderland, Miguel de Cervantes, Classics, 1908
1538, The Scarlet Letter, Herman Melville, Biography, 1939
1539, The Red & the Black, Aldous Huxley, Biography, 1989
1540, A Tale of Two Cities, James Fenimore Cooper, Poetry, 1932
1541, Anne of Green Gables, Lewis Carroll, Non-Fiction, 2023
1542, David Copperfield, John Bunyan, Drama, 1917
1543, The Little Prince, Mary Shelley, Non-Fiction, 2004
1544, The Wind in the Willows, Jane Austen, Non-Fiction, 1944
1545, Peter Pan, Charlotte Brontë, Non-Fiction, 2014
1546, The Scarlet Letter, Charles Dickens, Drama, 2009
1547, Sense and Sensibility, Alexandre Dumas, Poetry, 1946
1548, Heidi, William Golding, Drama, 1974
1549, Black Beauty, Lewis Carroll, Science Fiction, 1944
1550, The Great Gatsby, Bram Stoker, Thriller, 1965
1551, Pinocchio, Stendhal, Classics, 1913
1552, Ulysses, J.K. Rowling, Fiction, 1999
1553, Pinocchio, James Fenimore Cooper, Fantasy, 2012
1554, Crime and Punishment, John Bunyan, Fantasy, 2017
1555, The Hobbit, Robert Louis Stevenson, Fantasy, 1925
1556, Vanity Fair, Leo Tolstoy, Classics, 2025
1557, Gone with the Wind, L.M. Montgomery, Poetry, 1973
1558, The Wizard of Oz, Gabriel García Márquez, Science Fiction, 1944
1559, One Hundred Years of Solitude, L. Frank Baum, Mystery, 1998
1560, The Call of the Wild, Jonathan Swift, Fiction, 1936
1561, Uncle Tom's Cabin, Stephen Crane, Adventure, 2016
1562, Great Expectations, Kenneth Grahame, Mystery, 1961
1563, Lady Chatterley's Lover, William Makepeace Thackeray, Children's, 1964
1564, The Red & the Black, Erich Maria Remarque, Adventure, 1925
1565, The Prince and the Pauper, Mary Shelley, Horror, 1928
1566, The Secret Garden, Bram Stoker, Biography, 2016
1567, Pinocchio, Lewis Carroll, Children's, 1969
1568, All Quiet on the Western Front, C.S. Lewis, Non-Fiction, 1994
1569, Alice's Adventures in Wonderland, Emily Brontë, Biography, 1999
1570, Peter Pan, Louisa May Alcott, Poetry, 2016
1571, A Tale of Two Cities, Jules Verne, Mystery, 1993
1572, Harry Potter and the Sorcerer's Stone, Arthur Conan Doyle, Horror, 1901
1573, The Call of the Wild, Leo Tolstoy, Classics, 2003
1574, The Lion, the Witch, and the Wardrobe, Louisa May Alcott, Horror, 2025
1575, The Three Musketeers, John Bunyan, Romance, 1982
1576, The Stranger, Lewis Carroll, Adventure, 1975
1577, Tess of the d'Urbervilles, John Steinbeck, Mystery, 2014
1578, Gulliver's Travels, Jack London, Thriller, 1963
1579, The Return of the King, Stephen Crane, Science Fiction, 1981
1580, War and Peace, Stephen Crane, Horror, 1981
1581, The Last of the Mohicans, Stendhal, Thriller, 1973
1582, A Tale of Two Cities, Walter Scott, Drama, 1932
1583, Lord Jim, Charles Dickens, Horror, 1901
1584, The Wind in the Willows, J.R.R. Tolkien, Fiction, 2000
1585, Kidnapped, Herman Melville, Thriller, 1948
1586, Frankenstein, Charlotte Brontë, Romance, 1954
1587, Gulliver's Travels, Leo Tolstoy, Historical Fiction, 1919
1588, Harry Potter and the Chamber of Secrets, Erich Maria Remarque, Biography, 1933
1589, The Picture of Dorian Gray, J.R.R. Tolkien, Classics, 1941
1590, The Scarlet Letter, Mary Shelley, Children's, 1962
1591, Vanity Fair, Gabriel García Márquez, Drama, 1963
1592, The Adventures of Tom Sawyer, Ernest Hemingway, Mystery, 1968
1593, A Farewell to Arms, Jack London, Biography, 1925
1594, Oliver Twist, William Golding, Historical Fiction, 1936
1595, Les Misérables, Louisa May Alcott, Fantasy, 1953
1596, The Old Man and the Sea, Frances Hodgson Burnett, Historical Fiction, 1944
1597, Wuthering Heights, Lewis Carroll, Biography, 1999
1598, A Tale of Two Cities, Victor Hugo, Fantasy, 1908
1599, Sense and Sensibility, C.S. Lewis, Non-Fiction, 2005
1600, A Tale of Two Cities, Harper Lee, Children's, 1948
1601, The Little Prince, Jack London, Science Fiction, 1931
1602, The Return of the King, Herman Melville, Historical Fiction, 1931
1603, Lord Jim, William Golding, Fiction, 1919
1604, Kidnapped, Kenneth Grahame, Thriller, 1920
1605, Little Women, Mark Twain, Science Fiction, 2018
1606, Ivanhoe, J.R.R. Tolkien, Adventure, 1939
1607, Madame Bovary, Louisa May Alcott, Historical Fiction, 1996
1608, Black Beauty, Miguel de Cervantes, Drama, 2021
1609, The Count of Monte Cristo, Leo Tolstoy, Classics, 2015
1610, Brave New World, F. Scott Fitzgerald, Biography, 2009
1611, The Red Badge of Courage, Charlotte Brontë, Horror, 1980
1612, The House of the Seven Gables, J.D. Salinger, Historical Fiction, 1999
1613, The Adventures of Huckleberry Finn, George Orwell, Drama, 2023
1614, A Tale of Two Cities, Bram Stoker, Drama, 1963
1615, The Adventures of Tom Sawyer, Leo Tolstoy, Biography, 2008
1616, The Little Prince, Margaret Mitchell, Mystery, 1986
1617, The Adventures of Tom Sawyer, Arthur Conan Doyle, Adventure, 1964
1618, Peter Pan, C.S. Lewis, Horror, 1933
1619, Uncle Tom's Cabin, Mark Twain, Children's, 1945
1620, Kidnapped, Walter Scott, Thriller, 1980
1621, Madame Bovary, Aldous Huxley, Biography, 1936
1622, The Great Gatsby, J.R.R. Tolkien, Drama, 1919
1623, Brave New World, Jack London, Non-Fiction, 2009
1624, Oliver Twist, Bram Stoker, Poetry, 1909
1625, Lord Jim, Stendhal, Science Fiction, 1965
1626, Little Women, Oscar Wilde, Fantasy, 1959
1627, Harry Potter and the Sorcerer's Stone, J.M. Barrie, Classics, 2007
1628, Madame Bovary, Jonathan Swift, Adventure, 2023
1629, A Journey to the Center of the Earth, Antoine de Saint-Exupéry, Adventure, 1939
1630, Anne of Green Gables, Charles Dickens, Science Fiction, 2018
1631, Ulysses, Charles Dickens, Historical Fiction, 1958
1632, Oliver Twist, Gabriel García Márquez, Romance, 1930
1633, The Adventures of Tom Sawyer, Mary Shelley, Fantasy, 1966
1634, The Picture of Dorian Gray, Jack London, Mystery, 1979
1635, A Christmas Carol, James Joyce, Mystery, 1929
1636, My Ántonia, J.M. Barrie, Adventure, 2001
1637, Brave New World, Harper Lee, Horror, 1974
1638, Heidi, William Makepeace Thackeray, Mystery, 1938
1639, Wuthering Heights, Lewis Carroll, Romance, 1907
1640, The Prince and the Pauper, J.R.R. Tolkien, Horror, 1953
